e	1	2	1
e	1	3	2
e	1	4	3
e	1	5	4
e	1	6	1
e	1	7	2
e	1	8	3
e	1	9	4
e	1	10	5
e	1	11	2
e	1	12	3
e	1	13	4
e	1	14	5
e	1	15	6
e	1	16	3
e	1	17	4
e	1	18	5
e	1	19	6
e	1	20	7
e	2	3	1
e	2	4	2
e	2	5	3
e	2	6	2
e	2	7	1
e	2	8	2
e	2	9	3
e	2	10	4
e	2	11	3
e	2	12	2
e	2	13	3
e	2	14	4
e	2	15	5
e	2	16	4
e	2	17	3
e	2	18	4
e	2	19	5
e	2	20	6
e	3	4	1
e	3	5	2
e	3	6	3
e	3	7	2
e	3	8	1
e	3	9	2
e	3	10	3
e	3	11	4
e	3	12	3
e	3	13	2
e	3	14	3
e	3	15	4
e	3	16	5
e	3	17	4
e	3	18	3
e	3	19	4
e	3	20	5
e	4	5	1
e	4	6	4
e	4	7	3
e	4	8	2
e	4	9	1
e	4	10	2
e	4	11	5
e	4	12	4
e	4	13	3
e	4	14	2
e	4	15	3
e	4	16	6
e	4	17	5
e	4	18	4
e	4	19	3
e	4	20	4
e	5	6	5
e	5	7	4
e	5	8	3
e	5	9	2
e	5	10	1
e	5	11	6
e	5	12	5
e	5	13	4
e	5	14	3
e	5	15	2
e	5	16	7
e	5	17	6
e	5	18	5
e	5	19	4
e	5	20	3
e	6	7	1
e	6	8	2
e	6	9	3
e	6	10	4
e	6	11	1
e	6	12	2
e	6	13	3
e	6	14	4
e	6	15	5
e	6	16	2
e	6	17	3
e	6	18	4
e	6	19	5
e	6	20	6
e	7	8	1
e	7	9	2
e	7	10	3
e	7	11	2
e	7	12	1
e	7	13	2
e	7	14	3
e	7	15	4
e	7	16	3
e	7	17	2
e	7	18	3
e	7	19	4
e	7	20	5
e	8	9	1
e	8	10	2
e	8	11	3
e	8	12	2
e	8	13	1
e	8	14	2
e	8	15	3
e	8	16	4
e	8	17	3
e	8	18	2
e	8	19	3
e	8	20	4
e	9	10	1
e	9	11	4
e	9	12	3
e	9	13	2
e	9	14	1
e	9	15	2
e	9	16	5
e	9	17	4
e	9	18	3
e	9	19	2
e	9	20	3
e	10	11	5
e	10	12	4
e	10	13	3
e	10	14	2
e	10	15	1
e	10	16	6
e	10	17	5
e	10	18	4
e	10	19	3
e	10	20	2
e	11	12	1
e	11	13	2
e	11	14	3
e	11	15	4
e	11	16	1
e	11	17	2
e	11	18	3
e	11	19	4
e	11	20	5
e	12	13	1
e	12	14	2
e	12	15	3
e	12	16	2
e	12	17	1
e	12	18	2
e	12	19	3
e	12	20	4
e	13	14	1
e	13	15	2
e	13	16	3
e	13	17	2
e	13	18	1
e	13	19	2
e	13	20	3
e	14	15	1
e	14	16	4
e	14	17	3
e	14	18	2
e	14	19	1
e	14	20	2
e	15	16	5
e	15	17	4
e	15	18	3
e	15	19	2
e	15	20	1
e	16	17	1
e	16	18	2
e	16	19	3
e	16	20	4
e	17	18	1
e	17	19	2
e	17	20	3
e	18	19	1
e	18	20	2
e	19	20	1
l 20
l 3
l 9
l 3
l 7
l 3
l 7
l 5
l 9
l 6
l 5
l 3
l 9
l 3
l 7
l 3
l 7
l 5
l 9
l 6
